Player,Year,Surface,Matches,Wins,Win_pct
Djokovic N.,2017,Grass,7,7,100.0
Djokovic N.,2017,Hard,13,10,76.92307692307693
Djokovic N.,2018,Clay,16,11,68.75
Djokovic N.,2018,Grass,12,11,91.66666666666666
Djokovic N.,2018,Hard,36,30,83.33333333333334
Djokovic N.,2019,Clay,18,15,83.33333333333334
Djokovic N.,2019,Grass,7,7,100.0
Djokovic N.,2019,Hard,35,30,85.71428571428571
Djokovic N.,2020,Clay,12,11,91.66666666666666
Djokovic N.,2020,Hard,27,24,88.88888888888889
Djokovic N.,2021,Clay,20,17,85.0
Djokovic N.,2021,Grass,7,7,100.0
Djokovic N.,2021,Hard,22,20,90.9090909090909
Djokovic N.,2022,Clay,18,14,77.77777777777779
Djokovic N.,2022,Grass,7,7,100.0
Djokovic N.,2022,Hard,21,19,90.47619047619048
Djokovic N.,2023,Clay,15,12,80.0
Djokovic N.,2023,Grass,7,6,85.71428571428571
Djokovic N.,2023,Hard,37,35,94.5945945945946
Djokovic N.,2024,Clay,13,10,76.92307692307693
Djokovic N.,2024,Grass,6,5,83.33333333333334
Djokovic N.,2024,Hard,17,13,76.47058823529412
Djokovic N.,2025,Clay,12,9,75.0
Djokovic N.,2025,Grass,6,5,83.33333333333334
Djokovic N.,2025,Hard,30,24,80.0
Djokovic N.,2026,Hard,8,6,75.0
Djokovic N. ,2009,Hard,5,5,100.0
Djokovic N. ,2019,Hard,3,1,33.33333333333333
Djuric B.,2024,Hard,1,0,0.0
Dlouhy L.,2005,Carpet,2,0,0.0
Dlouhy L.,2005,Clay,6,3,50.0
Dlouhy L.,2005,Hard,3,0,0.0
Dlouhy L.,2006,Carpet,2,1,50.0
Dlouhy L.,2006,Clay,17,5,29.411764705882355
Dlouhy L.,2006,Grass,4,1,25.0
Dlouhy L.,2006,Hard,6,0,0.0
Dlouhy L.,2007,Carpet,4,2,50.0
Dlouhy L.,2007,Clay,9,3,33.33333333333333
Dlouhy L.,2007,Grass,3,1,33.33333333333333
Dlouhy L.,2007,Hard,3,1,33.33333333333333
Dlouhy L.,2008,Carpet,1,0,0.0
Dlouhy L.,2008,Hard,4,1,25.0
Dlouhy L.,2009,Hard,2,1,50.0
Do M.Q.,2005,Hard,1,0,0.0
Dodig I.,2008,Hard,1,0,0.0
Dodig I.,2009,Carpet,3,2,66.66666666666666
Dodig I.,2009,Clay,1,0,0.0
Dodig I.,2010,Clay,2,1,50.0
Dodig I.,2010,Grass,2,1,50.0
Dodig I.,2010,Hard,8,4,50.0
Dodig I.,2011,Clay,10,4,40.0
Dodig I.,2011,Grass,8,5,62.5
Dodig I.,2011,Hard,30,17,56.666666666666664
Dodig I.,2012,Clay,8,2,25.0
Dodig I.,2012,Grass,5,2,40.0
Dodig I.,2012,Hard,22,10,45.45454545454545
Dodig I.,2013,Clay,10,5,50.0
Dodig I.,2013,Grass,8,5,62.5
Dodig I.,2013,Hard,35,19,54.285714285714285
Dodig I.,2014,Clay,9,4,44.44444444444444
Dodig I.,2014,Hard,25,11,44.0
Dodig I.,2015,Clay,5,2,40.0
Dodig I.,2015,Hard,14,6,42.857142857142854
Dodig I.,2016,Clay,7,4,57.14285714285714
Dodig I.,2016,Grass,4,1,25.0
Dodig I.,2016,Hard,10,2,20.0
Dodig I.,2017,Clay,4,3,75.0
Dodig I.,2017,Hard,1,0,0.0
Dodig M.,2024,Clay,2,1,50.0
Dodig M.,2025,Clay,1,0,0.0
Dolgopolov A.,2006,Clay,1,0,0.0
Dolgopolov A.,2007,Clay,1,0,0.0
Dolgopolov A.,2017,Clay,1,0,0.0
Dolgopolov O.,2009,Hard,1,0,0.0
Dolgopolov O.,2010,Clay,14,6,42.857142857142854
Dolgopolov O.,2010,Grass,6,4,66.66666666666666
Dolgopolov O.,2010,Hard,22,11,50.0
Dolgopolov O.,2011,Clay,25,15,60.0
Dolgopolov O.,2011,Grass,4,1,25.0
Dolgopolov O.,2011,Hard,36,20,55.55555555555556
Dolgopolov O.,2012,Clay,12,7,58.333333333333336
Dolgopolov O.,2012,Grass,3,1,33.33333333333333
Dolgopolov O.,2012,Hard,43,26,60.46511627906976
Dolgopolov O.,2013,Clay,11,4,36.36363636363637
Dolgopolov O.,2013,Grass,6,3,50.0
Dolgopolov O.,2013,Hard,29,12,41.37931034482759
Dolgopolov O.,2014,Clay,18,9,50.0
Dolgopolov O.,2014,Grass,4,3,75.0
Dolgopolov O.,2014,Hard,23,13,56.52173913043478
Dolgopolov O.,2015,Clay,7,3,42.857142857142854
Dolgopolov O.,2015,Grass,10,6,60.0
Dolgopolov O.,2015,Hard,32,16,50.0
Dolgopolov O.,2016,Clay,9,5,55.55555555555556
Dolgopolov O.,2016,Grass,5,3,60.0
Dolgopolov O.,2016,Hard,18,9,50.0
Dolgopolov O.,2017,Clay,17,12,70.58823529411765
Dolgopolov O.,2017,Grass,1,1,100.0
Dolgopolov O.,2017,Hard,24,12,50.0
Dolgopolov O.,2018,Clay,2,0,0.0
Dolgopolov O.,2018,Hard,7,4,57.14285714285714
Domingues J.,2017,Clay,2,1,50.0
Domingues J.,2018,Clay,3,1,33.33333333333333
Domingues J.,2019,Clay,2,1,50.0
Domingues J.,2020,Clay,3,1,33.33333333333333
Donaldson J.,2014,Hard,2,0,0.0
Donaldson J.,2015,Grass,3,1,33.33333333333333
Donaldson J.,2015,Hard,8,3,37.5
Donaldson J.,2016,Grass,1,0,0.0
Donaldson J.,2016,Hard,15,6,40.0
Donaldson J.,2017,Clay,7,2,28.57142857142857
Donaldson J.,2017,Grass,4,2,50.0
Donaldson J.,2017,Hard,31,16,51.61290322580645
Donaldson J.,2018,Clay,8,2,25.0
Donaldson J.,2018,Grass,5,2,40.0
Donaldson J.,2018,Hard,19,9,47.368421052631575
Donaldson J.,2019,Hard,3,1,33.33333333333333
Donati M.,2015,Clay,2,1,50.0
Donski A.,2018,Hard,1,0,0.0
Donskoy E.,2008,Carpet,1,0,0.0
Donskoy E.,2009,Hard,1,0,0.0
Donskoy E.,2010,Clay,1,0,0.0
Donskoy E.,2010,Hard,2,1,50.0
Donskoy E.,2011,Clay,1,0,0.0
Donskoy E.,2011,Hard,1,0,0.0
Donskoy E.,2012,Clay,2,0,0.0
Donskoy E.,2012,Hard,3,0,0.0
Donskoy E.,2013,Clay,5,1,20.0
Donskoy E.,2013,Grass,4,2,50.0
Donskoy E.,2013,Hard,21,9,42.857142857142854
Donskoy E.,2014,Clay,2,0,0.0
Donskoy E.,2014,Grass,2,0,0.0
Donskoy E.,2014,Hard,8,3,37.5
Donskoy E.,2015,Clay,1,0,0.0
Donskoy E.,2015,Hard,9,5,55.55555555555556
Donskoy E.,2016,Clay,7,2,28.57142857142857
Donskoy E.,2016,Grass,3,1,33.33333333333333
Donskoy E.,2016,Hard,11,1,9.090909090909092
Donskoy E.,2017,Clay,4,0,0.0
Donskoy E.,2017,Grass,2,0,0.0
Donskoy E.,2017,Hard,12,4,33.33333333333333
Donskoy E.,2018,Clay,6,3,50.0
Donskoy E.,2018,Grass,4,1,25.0
Donskoy E.,2018,Hard,26,11,42.30769230769231
Donskoy E.,2019,Hard,8,2,25.0
Donskoy E.,2020,Hard,5,1,20.0
Donskoy E.,2021,Grass,1,0,0.0
Donskoy E.,2021,Hard,6,1,16.666666666666664
Dorsch B.,2006,Grass,1,0,0.0
Dorsch B.,2008,Hard,2,0,0.0
Dosedel S.,2000,Clay,13,5,38.46153846153847
Dosedel S.,2000,Grass,2,1,50.0
Dosedel S.,2000,Hard,21,10,47.61904761904761
Dosedel S.,2001,Carpet,1,0,0.0
Dosedel S.,2001,Clay,10,3,30.0
Dosedel S.,2001,Grass,2,1,50.0
Dosedel S.,2001,Hard,8,1,12.5
Dostanic S.,2025,Hard,3,1,33.33333333333333
Dougaz A.,2024,Clay,1,0,0.0
Dougaz A.,2025,Hard,3,0,0.0
Draper J.,2021,Grass,4,2,50.0
Draper J.,2022,Clay,2,1,50.0
Draper J.,2022,Grass,8,5,62.5
Draper J.,2022,Hard,17,10,58.82352941176471
Draper J.,2023,Clay,5,3,60.0
Draper J.,2023,Hard,21,15,71.42857142857143
Draper J.,2024,Clay,10,4,40.0
Draper J.,2024,Grass,10,8,80.0
Draper J.,2024,Hard,34,25,73.52941176470588
Draper J.,2025,Clay,15,11,73.33333333333333
Draper J.,2025,Grass,5,3,60.0
Draper J.,2025,Hard,16,14,87.5
Draper J.,2026,Hard,6,4,66.66666666666666
Draper S.,2000,Grass,4,2,50.0
Draper S.,2000,Hard,3,0,0.0
Draper S.,2001,Clay,1,0,0.0
Draper S.,2001,Grass,1,0,0.0
Draper S.,2001,Hard,7,3,42.857142857142854
Draper S.,2002,Clay,1,0,0.0
Draper S.,2002,Grass,2,1,50.0
Draper S.,2002,Hard,2,0,0.0
Draper S.,2003,Clay,2,0,0.0
Draper S.,2003,Grass,4,1,25.0
Draper S.,2003,Hard,21,10,47.61904761904761
Draper S.,2005,Clay,1,0,0.0
Draper S.,2005,Grass,2,0,0.0
Draxl L.,2025,Hard,1,0,0.0
Draxl L.,2026,Hard,1,0,0.0
Dreekmann H.,2002,Grass,1,0,0.0
Dreekmann H.,2003,Grass,1,0,0.0
Droguet T.,2023,Hard,2,1,50.0
Droguet T.,2024,Clay,1,0,0.0
Droguet T.,2024,Hard,1,0,0.0
Droguet T.,2025,Clay,3,2,66.66666666666666
Droguet T.,2026,Hard,4,3,75.0
Dubrivnyy A.,2019,Hard,1,0,0.0
Duckworth J.,2012,Hard,5,2,40.0
Duckworth J.,2013,Clay,3,1,33.33333333333333
Duckworth J.,2013,Grass,1,0,0.0
Duckworth J.,2013,Hard,7,2,28.57142857142857
Duckworth J.,2014,Clay,1,0,0.0
Duckworth J.,2014,Grass,3,1,33.33333333333333
Duckworth J.,2014,Hard,3,0,0.0
Duckworth J.,2015,Clay,4,2,50.0
Duckworth J.,2015,Grass,2,1,50.0
Duckworth J.,2015,Hard,14,6,42.857142857142854
Duckworth J.,2016,Grass,1,0,0.0
Duckworth J.,2016,Hard,10,3,30.0
Duckworth J.,2017,Hard,1,0,0.0
Duckworth J.,2018,Clay,1,0,0.0
Duckworth J.,2018,Grass,2,0,0.0
Duckworth J.,2018,Hard,5,2,40.0
Duckworth J.,2019,Hard,3,0,0.0
Duckworth J.,2020,Clay,1,0,0.0
Duckworth J.,2020,Hard,11,4,36.36363636363637
Duckworth J.,2021,Clay,2,1,50.0
Duckworth J.,2021,Grass,6,3,50.0
Duckworth J.,2021,Hard,31,17,54.83870967741935
Duckworth J.,2022,Clay,2,0,0.0
Duckworth J.,2022,Grass,6,2,33.33333333333333
Duckworth J.,2022,Hard,12,5,41.66666666666667
Duckworth J.,2023,Grass,2,1,50.0
Duckworth J.,2023,Hard,5,1,20.0
Duckworth J.,2024,Clay,2,1,50.0
Duckworth J.,2024,Grass,6,3,50.0
Duckworth J.,2024,Hard,15,5,33.33333333333333
Duckworth J.,2025,Clay,2,0,0.0
Duckworth J.,2025,Grass,4,1,25.0
Duckworth J.,2025,Hard,14,7,50.0
Duckworth J.,2026,Hard,7,1,14.285714285714285
Duclos P.L.,2010,Hard,1,0,0.0
Duclos P.L.,2011,Hard,2,1,50.0
Duclos P.L.,2012,Grass,1,0,0.0
Dupre T.,2001,Hard,1,0,0.0
Dupuis A.,2000,Clay,5,1,20.0
Dupuis A.,2000,Grass,3,1,33.33333333333333
Dupuis A.,2000,Hard,9,2,22.22222222222222
Dupuis A.,2001,Carpet,4,0,0.0
Dupuis A.,2001,Clay,11,6,54.54545454545454
Dupuis A.,2001,Grass,5,1,20.0
Dupuis A.,2001,Hard,13,5,38.46153846153847
Dupuis A.,2002,Carpet,1,0,0.0
Dupuis A.,2002,Clay,11,2,18.181818181818183
Dupuis A.,2002,Grass,3,1,33.33333333333333
Dupuis A.,2002,Hard,19,9,47.368421052631575
Dupuis A.,2003,Carpet,2,1,50.0
Dupuis A.,2003,Clay,14,5,35.714285714285715
Dupuis A.,2003,Grass,7,4,57.14285714285714
Dupuis A.,2003,Hard,14,6,42.857142857142854
Dupuis A.,2004,Carpet,6,5,83.33333333333334
Dupuis A.,2004,Clay,8,2,25.0
Dupuis A.,2004,Grass,9,5,55.55555555555556
Dupuis A.,2004,Hard,15,5,33.33333333333333
Dupuis A.,2005,Clay,5,2,40.0
Dupuis A.,2005,Grass,4,2,50.0
Dupuis A.,2005,Hard,11,2,18.181818181818183
Dupuis A.,2006,Clay,2,1,50.0
Dupuis A.,2006,Grass,1,0,0.0
Dupuis A.,2007,Grass,6,4,66.66666666666666
Durasovic V.,2021,Hard,1,0,0.0
Durasovic V.,2022,Hard,1,0,0.0
Durek R.,2003,Hard,1,0,0.0
Dustov F.,2007,Clay,1,0,0.0
Dustov F.,2009,Clay,1,0,0.0
Dustov F.,2010,Clay,1,0,0.0
Dustov F.,2014,Clay,1,0,0.0
Dustov F.,2014,Grass,2,0,0.0
Dutra Da Silva D.,2022,Clay,1,0,0.0
Dutra Da Silva R.,2011,Hard,1,0,0.0
Dutra Silva R.,2007,Clay,1,0,0.0
Dutra Silva R.,2010,Clay,1,0,0.0
Dutra Silva R.,2011,Clay,1,0,0.0
Dutra Silva R.,2012,Clay,6,2,33.33333333333333
Dutra Silva R.,2012,Hard,2,1,50.0
Dutra Silva R.,2013,Clay,3,0,0.0
Dutra Silva R.,2013,Grass,2,0,0.0
Dutra Silva R.,2013,Hard,2,1,50.0
Dutra Silva R.,2014,Clay,2,1,50.0
Dutra Silva R.,2015,Clay,3,0,0.0
Dutra Silva R.,2016,Clay,5,1,20.0
Dutra Silva R.,2016,Grass,1,0,0.0
Dutra Silva R.,2016,Hard,2,0,0.0
Dutra Silva R.,2017,Clay,16,6,37.5
Dutra Silva R.,2017,Grass,2,0,0.0
Dutra Silva R.,2017,Hard,12,4,33.33333333333333
Dutra Silva R.,2018,Clay,13,5,38.46153846153847
Dutra Silva R.,2018,Hard,3,0,0.0
Dutra Silva R.,2019,Clay,1,0,0.0
Dzumhur D.,2014,Clay,1,0,0.0
Dzumhur D.,2014,Hard,4,1,25.0
Dzumhur D.,2015,Clay,9,4,44.44444444444444
Dzumhur D.,2015,Grass,1,0,0.0
Dzumhur D.,2015,Hard,4,1,25.0
Dzumhur D.,2016,Clay,13,7,53.84615384615385
Dzumhur D.,2016,Grass,4,2,50.0
Dzumhur D.,2016,Hard,22,10,45.45454545454545
Dzumhur D.,2017,Clay,9,2,22.22222222222222
Dzumhur D.,2017,Grass,2,1,50.0
Dzumhur D.,2017,Hard,45,30,66.66666666666666
Dzumhur D.,2018,Clay,12,4,33.33333333333333
Dzumhur D.,2018,Grass,7,5,71.42857142857143
Dzumhur D.,2018,Hard,32,15,46.875
Dzumhur D.,2019,Clay,6,3,50.0
Dzumhur D.,2019,Grass,3,2,66.66666666666666
Dzumhur D.,2019,Hard,21,7,33.33333333333333
Dzumhur D.,2020,Hard,8,0,0.0
Dzumhur D.,2021,Clay,3,2,66.66666666666666
Dzumhur D.,2021,Hard,5,1,20.0
Dzumhur D.,2022,Clay,1,0,0.0
Dzumhur D.,2022,Hard,5,2,40.0
Dzumhur D.,2023,Clay,3,2,66.66666666666666
Dzumhur D.,2023,Hard,1,0,0.0
Dzumhur D.,2024,Hard,3,0,0.0
Dzumhur D.,2025,Clay,24,13,54.166666666666664
Dzumhur D.,2025,Grass,2,0,0.0
Dzumhur D.,2025,Hard,16,4,25.0
Dzumhur D.,2026,Clay,3,1,33.33333333333333
Dzumhur D.,2026,Hard,6,1,16.666666666666664
Eagle J.,2001,Hard,1,0,0.0
Eaton C.,2008,Grass,2,1,50.0
Ebden M.,2010,Hard,3,1,33.33333333333333
Ebden M.,2011,Grass,5,3,60.0
Ebden M.,2011,Hard,14,6,42.857142857142854
Ebden M.,2012,Clay,3,0,0.0
Ebden M.,2012,Grass,5,1,20.0
Ebden M.,2012,Hard,30,14,46.666666666666664
Ebden M.,2013,Clay,2,1,50.0
Ebden M.,2013,Grass,2,0,0.0
Ebden M.,2013,Hard,11,3,27.27272727272727
Ebden M.,2014,Clay,5,0,0.0
Ebden M.,2014,Grass,5,1,20.0
Ebden M.,2014,Hard,14,3,21.428571428571427
Ebden M.,2015,Clay,1,0,0.0
Ebden M.,2015,Grass,3,1,33.33333333333333
Ebden M.,2015,Hard,3,0,0.0
Ebden M.,2016,Hard,3,0,0.0
Ebden M.,2017,Clay,2,1,50.0
Ebden M.,2017,Grass,6,4,66.66666666666666
Ebden M.,2017,Hard,8,4,50.0
Ebden M.,2018,Clay,2,0,0.0
Ebden M.,2018,Grass,11,7,63.63636363636363
Ebden M.,2018,Hard,26,11,42.30769230769231
Ebden M.,2019,Clay,2,0,0.0
Ebden M.,2019,Grass,7,2,28.57142857142857
Ebden M.,2019,Hard,10,2,20.0
Ebden M.,2021,Hard,8,5,62.5
Ebden M.,2022,Grass,1,0,0.0
Ebelthite C.,2009,Hard,1,0,0.0
Echagaray B.,2007,Clay,1,0,0.0
Echagaray B.,2007,Hard,1,0,0.0
Echagaray B.,2008,Clay,1,0,0.0
Echagaray B.,2009,Clay,1,0,0.0
Echargui M.,2025,Hard,1,0,0.0
Echargui M.,2026,Hard,2,0,0.0
Economidis K.,2002,Grass,1,0,0.0
Economidis K.,2003,Grass,1,0,0.0
Economidis K.,2006,Hard,2,0,0.0
Economidis K.,2007,Clay,3,1,33.33333333333333
Economidis K.,2007,Grass,1,0,0.0
Economidis K.,2007,Hard,3,0,0.0
Economidis K.,2008,Hard,1,0,0.0
Edmund K.,2013,Grass,4,1,25.0
Edmund K.,2013,Hard,1,0,0.0
Edmund K.,2014,Grass,2,0,0.0
Edmund K.,2014,Hard,2,0,0.0
Edmund K.,2015,Clay,1,1,100.0
Edmund K.,2015,Grass,2,0,0.0
Edmund K.,2015,Hard,2,0,0.0
Edmund K.,2016,Clay,6,3,50.0
Edmund K.,2016,Grass,5,2,40.0
Edmund K.,2016,Hard,23,13,56.52173913043478
Edmund K.,2017,Clay,12,6,50.0
Edmund K.,2017,Grass,4,1,25.0
Edmund K.,2017,Hard,38,21,55.26315789473685
Edmund K.,2018,Clay,17,11,64.70588235294117
Edmund K.,2018,Grass,7,4,57.14285714285714
Edmund K.,2018,Hard,32,20,62.5
Edmund K.,2019,Clay,7,2,28.57142857142857
Edmund K.,2019,Grass,6,3,50.0
Edmund K.,2019,Hard,22,9,40.909090909090914
Edmund K.,2020,Clay,1,0,0.0
Edmund K.,2020,Hard,18,10,55.55555555555556
Edmund K.,2022,Hard,5,2,40.0
Edmund K.,2023,Clay,3,0,0.0
Edmund K.,2023,Hard,4,0,0.0
Ehrat S.,2012,Clay,1,0,0.0
Ehrat S.,2019,Clay,1,0,0.0
Ehrat S.,2021,Clay,1,0,0.0
Eitzinger R.,2005,Hard,2,1,50.0
Eitzinger R.,2006,Clay,2,1,50.0
Eitzinger R.,2006,Hard,1,0,0.0
Eitzinger R.,2007,Clay,2,1,50.0
Eitzinger R.,2008,Clay,2,0,0.0
El Aarej M.,2000,Clay,1,0,0.0
El Aarej M.,2001,Clay,1,0,0.0
El Aarej M.,2002,Clay,2,1,50.0
El Aarej M.,2003,Clay,1,0,0.0
El Aarej M.,2004,Clay,1,0,0.0
El Aarej M.,2006,Clay,1,0,0.0
El Amrani R.,2009,Clay,1,0,0.0
El Amrani R.,2010,Clay,3,2,66.66666666666666
El Amrani R.,2011,Hard,1,0,0.0
El Amrani R.,2017,Clay,1,0,0.0
El Aynaoui Y.,2000,Carpet,3,1,33.33333333333333
El Aynaoui Y.,2000,Clay,25,17,68.0
El Aynaoui Y.,2000,Grass,3,2,66.66666666666666
El Aynaoui Y.,2000,Hard,27,15,55.55555555555556
El Aynaoui Y.,2001,Carpet,5,4,80.0
El Aynaoui Y.,2001,Clay,32,20,62.5
El Aynaoui Y.,2001,Grass,3,2,66.66666666666666
El Aynaoui Y.,2001,Hard,18,10,55.55555555555556
El Aynaoui Y.,2002,Carpet,6,2,33.33333333333333
El Aynaoui Y.,2002,Clay,28,21,75.0
El Aynaoui Y.,2002,Grass,2,0,0.0
El Aynaoui Y.,2002,Hard,23,12,52.17391304347826
El Aynaoui Y.,2003,Carpet,1,0,0.0
El Aynaoui Y.,2003,Clay,17,10,58.82352941176471
El Aynaoui Y.,2003,Grass,8,5,62.5
El Aynaoui Y.,2003,Hard,32,20,62.5
El Aynaoui Y.,2004,Hard,2,0,0.0
El Aynaoui Y.,2005,Clay,4,0,0.0
El Aynaoui Y.,2005,Hard,7,1,14.285714285714285
El Aynaoui Y.,2006,Hard,3,2,66.66666666666666
El Aynaoui Y.,2007,Clay,1,0,0.0
El Aynaoui Y.,2007,Hard,3,1,33.33333333333333
El Aynaoui Y.,2008,Clay,6,5,83.33333333333334
Eleskovic E.,2004,Clay,1,0,0.0
Eleskovic E.,2004,Hard,1,0,0.0
Eleskovic E.,2005,Hard,1,0,0.0
Eleskovic E.,2006,Clay,1,0,0.0
Eleskovic E.,2006,Hard,1,0,0.0
Eleskovic E.,2007,Hard,1,0,0.0
Eleskovic E.,2008,Clay,1,1,100.0
Eleskovic E.,2010,Clay,2,1,50.0
Elgin M.,2001,Hard,1,0,0.0
Elgin M.,2002,Hard,1,0,0.0
Elgin M.,2004,Carpet,1,0,0.0
Elgin M.,2007,Carpet,1,0,0.0
Elgin M.,2008,Carpet,2,1,50.0
Elgin M.,2008,Hard,1,0,0.0
Elgin M.,2009,Hard,2,1,50.0
Elgin M.,2012,Hard,1,0,0.0
Elgin M.,2013,Hard,1,0,0.0
Elias G.,2008,Clay,1,0,0.0
Elias G.,2012,Clay,1,0,0.0
Elias G.,2013,Clay,4,2,50.0
Elias G.,2013,Grass,1,0,0.0
Elias G.,2014,Clay,7,3,42.857142857142854
Elias G.,2014,Hard,2,0,0.0
Elias G.,2015,Clay,2,0,0.0
Elias G.,2016,Clay,14,8,57.14285714285714
Elias G.,2016,Grass,1,0,0.0
Elias G.,2016,Hard,7,2,28.57142857142857
Elias G.,2017,Clay,10,4,40.0
Elias G.,2017,Hard,6,1,16.666666666666664
Elias G.,2018,Clay,6,2,33.33333333333333
Elias G.,2018,Grass,1,0,0.0
Elias G.,2018,Hard,1,0,0.0
Ellwood B.,2002,Grass,1,0,0.0
Elseneer G.,2001,Grass,6,4,66.66666666666666
Elseneer G.,2002,Grass,2,1,50.0
Elseneer G.,2002,Hard,2,1,50.0
Elseneer G.,2003,Carpet,2,1,50.0
Elseneer G.,2003,Grass,3,1,33.33333333333333
Elseneer G.,2003,Hard,1,0,0.0
Elseneer G.,2004,Carpet,1,0,0.0
Elseneer G.,2004,Clay,5,2,40.0
Elseneer G.,2004,Grass,6,2,33.33333333333333
Elseneer G.,2004,Hard,6,1,16.666666666666664
Elseneer G.,2005,Grass,3,1,33.33333333333333
Elseneer G.,2005,Hard,1,0,0.0
Elsner D.,2000,Clay,6,3,50.0
Elsner D.,2000,Hard,3,1,33.33333333333333
Elsner D.,2001,Clay,8,1,12.5
Elsner D.,2001,Grass,1,0,0.0
Elsner D.,2001,Hard,1,0,0.0
Elsner D.,2002,Clay,1,0,0.0
Elsner D.,2004,Clay,5,2,40.0
Elsner D.,2004,Hard,2,0,0.0
Elsner D.,2005,Clay,2,1,50.0
Emmrich M.,2010,Grass,1,0,0.0
Engel J.,2024,Hard,2,1,50.0
Engel J.,2025,Clay,4,1,25.0
Engel J.,2025,Grass,4,2,50.0
Enqvist T.,2000,Carpet,9,7,77.77777777777779
Enqvist T.,2000,Clay,14,9,64.28571428571429
Enqvist T.,2000,Grass,5,3,60.0
Enqvist T.,2000,Hard,43,32,74.4186046511628
Enqvist T.,2001,Carpet,4,2,50.0
Enqvist T.,2001,Clay,15,9,60.0
Enqvist T.,2001,Grass,6,4,66.66666666666666
Enqvist T.,2001,Hard,30,18,60.0
Enqvist T.,2002,Clay,7,2,28.57142857142857
Enqvist T.,2002,Grass,3,1,33.33333333333333
Enqvist T.,2002,Hard,25,17,68.0
Enqvist T.,2003,Carpet,4,2,50.0
Enqvist T.,2003,Clay,3,0,0.0
Enqvist T.,2003,Grass,2,0,0.0
Enqvist T.,2003,Hard,25,10,40.0
Enqvist T.,2004,Carpet,1,0,0.0
Enqvist T.,2004,Clay,5,2,40.0
Enqvist T.,2004,Grass,5,3,60.0
Enqvist T.,2004,Hard,20,7,35.0
Enqvist T.,2005,Carpet,3,1,33.33333333333333
Enqvist T.,2005,Clay,2,0,0.0
Enqvist T.,2005,Grass,1,0,0.0
Enqvist T.,2005,Hard,13,6,46.15384615384615
Eriksson M.,2013,Clay,1,0,0.0
Eriksson M.,2013,Hard,1,0,0.0
Eriksson M.,2014,Clay,1,0,0.0
Eriksson M.,2015,Clay,1,0,0.0
Erler A.,2021,Clay,2,1,50.0
Erlich J.,2000,Hard,2,1,50.0
Erlich J.,2001,Grass,1,0,0.0
Erlich J.,2002,Grass,2,1,50.0
Erlich J.,2002,Hard,2,1,50.0
Erlich J.,2003,Hard,2,1,50.0
Eschauer W.,2000,Clay,2,1,50.0
Eschauer W.,2000,Grass,1,0,0.0
Eschauer W.,2001,Clay,5,2,40.0
Eschauer W.,2003,Clay,6,3,50.0
Eschauer W.,2003,Hard,3,0,0.0
Eschauer W.,2004,Clay,3,1,33.33333333333333
Eschauer W.,2006,Clay,1,0,0.0
Eschauer W.,2007,Carpet,1,0,0.0
Eschauer W.,2007,Clay,12,5,41.66666666666667
Eschauer W.,2007,Grass,2,1,50.0
Eschauer W.,2007,Hard,3,0,0.0
Eschauer W.,2008,Clay,6,0,0.0
Eschauer W.,2008,Hard,5,1,20.0
Escobar G.,2015,Clay,1,0,0.0
Escobar G.,2016,Clay,1,0,0.0
Escobedo E.,2016,Grass,3,1,33.33333333333333
Escobedo E.,2016,Hard,2,0,0.0
Escobedo E.,2017,Clay,7,3,42.857142857142854
Escobedo E.,2017,Grass,3,1,33.33333333333333
Escobedo E.,2017,Hard,14,5,35.714285714285715
Escobedo E.,2018,Clay,3,0,0.0
Escobedo E.,2018,Hard,8,3,37.5
Escobedo E.,2019,Hard,1,0,0.0
Escobedo E.,2020,Hard,2,1,50.0
Escobedo E.,2021,Hard,9,5,55.55555555555556
Escobedo E.,2022,Hard,2,0,0.0
Escobedo E.,2023,Hard,2,0,0.0
Escobedo E.,2024,Hard,2,0,0.0
Escoffier A.,2024,Hard,1,0,0.0
Escude N.,2000,Carpet,3,0,0.0
Escude N.,2000,Clay,9,3,33.33333333333333
Escude N.,2000,Grass,10,7,70.0
Escude N.,2000,Hard,25,16,64.0
Escude N.,2001,Carpet,3,0,0.0
Escude N.,2001,Clay,8,3,37.5
Escude N.,2001,Grass,9,7,77.77777777777779
Escude N.,2001,Hard,28,17,60.71428571428571
Escude N.,2002,Carpet,15,10,66.66666666666666
Escude N.,2002,Clay,3,0,0.0
Escude N.,2002,Grass,4,3,75.0
Escude N.,2002,Hard,20,15,75.0
Escude N.,2003,Carpet,1,0,0.0
Escude N.,2003,Clay,2,0,0.0
Escude N.,2003,Grass,1,1,100.0
Escude N.,2003,Hard,12,10,83.33333333333334
Escude N.,2004,Carpet,2,1,50.0
Escude N.,2004,Clay,5,4,80.0
Escude N.,2004,Hard,15,10,66.66666666666666
Estrella Burgos V.,2013,Clay,2,1,50.0
Estrella Burgos V.,2014,Clay,5,3,60.0
Estrella Burgos V.,2014,Grass,2,1,50.0
Estrella Burgos V.,2014,Hard,8,4,50.0
Estrella Burgos V.,2015,Clay,17,11,64.70588235294117
Estrella Burgos V.,2015,Grass,3,1,33.33333333333333
Estrella Burgos V.,2015,Hard,11,3,27.27272727272727
Estrella Burgos V.,2016,Clay,14,9,64.28571428571429
Estrella Burgos V.,2016,Grass,5,2,40.0
Estrella Burgos V.,2016,Hard,9,1,11.11111111111111
